id,day,hour,camera,track,track_len,ent_frame,ent_cam_part,dep_frame,dep_cam_part
1_11_5_46,1,11,5,46,38,4254,5_1,4291,5_7
1_11_5_61,1,11,5,61,40,4556,5_2,4595,5_7
1_11_5_63,1,11,5,63,28,4558,5_2,4585,5_7
1_11_6_107,1,11,6,107,74,4179,6_3,4252,6_8
1_11_6_113,1,11,6,113,54,4199,6_3,4252,6_5
1_11_6_127,1,11,6,127,58,4494,6_0,4551,6_5
1_11_6_128,1,11,6,128,60,4496,6_0,4555,6_8
1_11_7_66,1,11,7,66,35,4253,7_8,4287,7_1
1_11_12_96,1,11,12,96,309,4678,12_7,4986,12_2
1_11_13_132,1,11,13,132,88,4993,13_8,5080,13_0
1_13_2_108,1,13,2,108,129,3809,2_2,3937,2_2
1_13_2_112,1,13,2,112,105,3839,2_0,3958,2_5
1_13_2_123,1,13,2,123,178,3883,2_1,4061,2_0
1_13_2_150,1,13,2,150,177,4976,2_0,5175,2_2
1_13_2_153,1,13,2,153,122,5032,2_0,5171,2_2
1_13_3_104,1,13,3,104,321,3945,3_5,4271,3_0
1_13_3_117,1,13,3,117,34,4271,3_0,4304,3_5
1_13_3_171,1,13,3,171,100,5190,3_4,5299,3_0
1_13_3_172,1,13,3,172,113,5191,3_4,5303,3_0
1_13_4_105,1,13,4,105,26,3853,4_7,3880,4_5
1_13_4_124,1,13,4,124,75,3959,4_7,4033,4_6
1_13_4_135,1,13,4,135,92,4307,4_8,4398,4_8
1_13_5_8,1,13,5,8,29,60,5_7,88,5_2
1_13_5_11,1,13,5,11,32,68,5_6,99,5_2
1_13_5_51,1,13,5,51,42,1347,5_1,1388,5_7
1_13_5_103,1,13,5,103,35,2961,5_7,2995,5_1
1_13_5_104,1,13,5,104,24,2971,5_7,2996,5_2
1_13_6_11,1,13,6,11,39,91,6_8,129,6_3
1_13_6_21,1,13,6,21,70,109,6_4,178,6_3
1_13_6_60,1,13,6,60,64,1280,6_0,1343,6_8
1_13_6_61,1,13,6,61,55,1286,6_0,1340,6_5
1_13_6_63,1,13,6,63,61,1289,6_0,1349,6_5
1_13_6_133,1,13,6,133,63,2999,6_8,3061,6_0
1_13_6_134,1,13,6,134,305,3000,6_5,3328,6_0
1_13_7_55,1,13,7,55,35,1343,7_8,1387,7_1
1_13_7_68,1,13,7,68,45,1355,7_7,1399,7_0
1_13_12_32,1,13,12,32,46,2372,12_1,2417,12_7
1_13_12_33,1,13,12,33,33,2376,12_2,2408,12_7
1_13_12_35,1,13,12,35,47,2384,12_2,2430,12_7
1_13_12_42,1,13,12,42,164,2433,12_0,2629,12_2
1_13_12_49,1,13,12,49,24,2472,12_7,2495,12_5
1_13_12_56,1,13,12,56,32,2714,12_1,2745,12_7
1_13_12_63,1,13,12,63,117,3024,12_2,3165,12_0
1_13_12_115,1,13,12,115,41,4477,12_2,4517,12_7
1_13_12_117,1,13,12,117,33,4479,12_2,4512,12_7
1_13_13_54,1,13,13,54,45,2327,13_1,2371,13_8
1_13_13_55,1,13,13,55,36,2334,13_1,2369,13_8
1_13_13_57,1,13,13,57,38,2345,13_1,2382,13_8
1_13_13_62,1,13,13,62,212,2502,13_5,2713,13_8
1_13_13_69,1,13,13,69,63,2636,13_5,2698,13_1
1_13_13_78,1,13,13,78,35,2989,13_3,3023,13_8
1_13_13_144,1,13,13,144,201,4266,13_0,4473,13_8
1_13_13_157,1,13,13,157,92,4379,13_0,4472,13_5
1_15_5_39,1,15,5,39,70,2487,5_0,2556,5_1
1_15_5_40,1,15,5,40,25,2508,5_7,2532,5_1
1_15_6_89,1,15,6,89,33,2538,6_8,2570,6_3
1_15_6_92,1,15,6,92,141,2558,6_8,2698,6_0
1_15_9_72,1,15,9,72,136,5416,9_2,5551,9_0
1_15_9_80,1,15,9,80,126,5533,9_2,5669,9_0
1_15_10_94,1,15,10,94,35,5377,10_1,5411,10_5
1_15_10_96,1,15,10,96,121,5402,10_0,5530,10_5
1_15_12_24,1,15,12,24,357,1602,12_4,1993,12_2
1_15_13_53,1,15,13,53,61,2000,13_8,2060,13_0
1_17_2_56,1,17,2,56,59,5079,2_2,5137,2_2
1_17_2_65,1,17,2,65,322,5105,2_1,5442,2_2
1_17_3_141,1,17,3,141,91,4986,3_0,5076,3_5
1_17_3_142,1,17,3,142,68,4991,3_0,5058,3_5
1_17_3_157,1,17,3,157,400,5146,3_5,5545,3_4
1_17_4_89,1,17,4,89,34,5062,4_8,5095,4_5
1_17_4_91,1,17,4,91,34,5069,4_8,5102,4_5
1_17_4_92,1,17,4,92,29,5081,4_8,5109,4_5
1_17_5_116,1,17,5,116,316,5481,5_2,5801,5_2
1_17_6_104,1,17,6,104,35,5432,6_0,5466,6_5
1_17_6_110,1,17,6,110,26,5451,6_0,5476,6_5
1_17_7_122,1,17,7,122,454,5471,7_7,5924,7_7
1_17_9_30,1,17,9,30,74,2157,9_1,2230,9_0
1_17_9_43,1,17,9,43,597,3562,9_2,4166,9_2
1_17_9_44,1,17,9,44,678,3569,9_1,4263,9_0
1_17_10_17,1,17,10,17,1551,1881,10_0,3560,10_5
1_17_10_20,1,17,10,20,88,2068,10_0,2155,10_5
1_17_10_48,1,17,10,48,191,3371,10_5,3561,10_5
1_19_2_8,1,19,2,8,200,381,2_0,580,2_2
1_19_2_11,1,19,2,11,147,435,2_0,581,2_5
1_19_4_18,1,19,4,18,188,587,4_4,840,4_6
1_19_4_19,1,19,4,19,108,588,4_7,706,4_6
1_19_5_79,1,19,5,79,127,4534,5_2,4665,5_0
1_19_5_81,1,19,5,81,112,4541,5_1,4678,5_0
1_19_6_33,1,19,6,33,59,4474,6_3,4532,6_8
1_19_6_34,1,19,6,34,55,4481,6_3,4535,6_8
2_9_5_43,2,9,5,43,24,3594,5_1,3617,5_7
2_9_5_51,2,9,5,51,96,4770,5_0,4866,5_2
2_9_5_53,2,9,5,53,75,4775,5_0,4864,5_1
2_9_6_39,2,9,6,39,58,3179,6_5,3244,6_0
2_9_6_40,2,9,6,40,60,3188,6_4,3247,6_0
2_9_6_43,2,9,6,43,64,3509,6_0,3572,6_8
2_9_6_44,2,9,6,44,57,3537,6_3,3593,6_8
2_9_6_49,2,9,6,49,43,4865,6_8,4907,6_0
2_9_6_53,2,9,6,53,31,4870,6_5,4900,6_0
2_9_7_42,2,9,7,42,43,3133,7_0,3175,7_8
2_9_7_44,2,9,7,44,28,3145,7_1,3172,7_8
2_9_7_49,2,9,7,49,31,3573,7_8,3603,7_1
2_11_9_104,2,11,9,104,157,5525,9_0,5681,9_2
2_11_10_78,2,11,10,78,116,5683,10_8,5800,10_0
2_11_12_81,2,11,12,81,36,4867,12_2,4902,12_7
2_11_12_86,2,11,12,86,128,4873,12_2,5003,12_0
2_11_12_102,2,11,12,102,74,5024,12_2,5097,12_7
2_11_13_101,2,11,13,101,82,4785,13_0,4866,13_8
2_11_13_102,2,11,13,102,81,4785,13_0,4865,13_8
2_11_13_119,2,11,13,119,56,4967,13_0,5022,13_8
2_13_2_9,2,13,2,9,160,284,2_2,490,2_5
2_13_2_13,2,13,2,13,103,360,2_0,490,2_5
2_13_2_38,2,13,2,38,78,1028,2_1,1106,2_0
2_13_2_45,2,13,2,45,151,1073,2_4,1244,2_0
2_13_2_72,2,13,2,72,141,2996,2_0,3151,2_2
2_13_2_87,2,13,2,87,57,3098,2_0,3155,2_2
2_13_3_137,2,13,3,137,39,3158,3_8,3196,3_0
2_13_3_139,2,13,3,139,27,3164,3_4,3190,3_0
2_13_3_155,2,13,3,155,70,3617,3_1,3686,3_0
2_13_3_216,2,13,3,216,27,4867,3_5,4893,3_0
2_13_3_219,2,13,3,219,146,4930,3_8,5075,3_2
2_13_4_18,2,13,4,18,116,492,4_4,651,4_6
2_13_4_19,2,13,4,19,68,494,4_7,561,4_6
2_13_4_50,2,13,4,50,106,911,4_6,1022,4_8
2_13_4_70,2,13,4,70,59,1014,4_6,1072,4_5
2_13_4_129,2,13,4,129,69,3531,4_6,3599,4_8
2_13_4_180,2,13,4,180,98,4733,4_6,4859,4_8
2_13_4_188,2,13,4,188,75,4851,4_6,4925,4_8
2_13_5_122,2,13,5,122,30,3669,5_1,3698,5_7
2_13_6_120,2,13,6,120,42,3606,6_3,3647,6_8
2_13_6_125,2,13,6,125,35,3633,6_3,3667,6_8
2_13_7_136,2,13,7,136,28,3650,7_8,3677,7_1
2_13_12_33,2,13,12,33,126,808,12_0,933,12_2
2_13_12_103,2,13,12,103,142,3082,12_1,3231,12_0
2_13_12_132,2,13,12,132,26,4436,12_2,4461,12_7
2_13_12_133,2,13,12,133,105,4464,12_2,4569,12_0
2_13_12_151,2,13,12,151,28,4695,12_7,4722,12_2
2_13_12_157,2,13,12,157,28,4806,12_2,4833,12_7
2_13_13_79,2,13,13,79,85,938,13_5,1045,13_3
2_13_13_173,2,13,13,173,109,3077,13_1,3210,13_3
2_13_13_230,2,13,13,230,160,4284,13_4,4460,13_8
2_13_13_232,2,13,13,232,127,4291,13_4,4434,13_8
2_13_13_255,2,13,13,255,66,4725,13_8,4790,13_0
2_13_13_260,2,13,13,260,28,4778,13_1,4805,13_8
2_13_14_88,2,13,14,88,181,2899,14_6,3079,14_5
2_13_14_98,2,13,14,98,30,3036,14_1,3065,14_8
2_15_5_40,2,15,5,40,25,1391,5_7,1415,5_1
2_15_5_41,2,15,5,41,31,1414,5_7,1444,5_1
2_15_5_69,2,15,5,69,78,2754,5_8,2839,5_2
2_15_6_49,2,15,6,49,66,1412,6_0,1477,6_5
2_15_6_53,2,15,6,53,35,1418,6_8,1452,6_3
2_15_6_55,2,15,6,55,225,1445,6_8,1689,6_5
2_15_6_107,2,15,6,107,75,2852,6_4,2934,6_0
2_15_7_47,2,15,7,47,35,1478,7_8,1512,7_1
2_17_5_84,2,17,5,84,30,5577,5_2,5606,5_7
2_17_5_88,2,17,5,88,38,5582,5_1,5619,5_7
2_17_5_99,2,17,5,99,27,5601,5_1,5627,5_7
2_17_6_123,2,17,6,123,57,5519,6_3,5575,6_8
2_17_6_125,2,17,6,125,46,5530,6_3,5599,6_8
2_17_6_127,2,17,6,127,35,5544,6_3,5578,6_8
2_19_6_26,2,19,6,26,40,3059,6_8,3098,6_0
2_19_6_31,2,19,6,31,84,3072,6_8,3157,6_3
2_19_7_50,2,19,7,50,53,3004,7_0,3056,7_8
2_19_7_55,2,19,7,55,26,3042,7_1,3068,7_8
3_9_9_55,3,9,9,55,62,3043,9_1,3112,9_0
3_9_9_66,3,9,9,66,176,3056,9_2,3239,9_0
3_9_10_59,3,9,10,59,160,2883,10_0,3052,10_5
3_9_10_70,3,9,10,70,31,3006,10_4,3042,10_5
3_9_12_56,3,9,12,56,165,2948,12_0,3121,12_2
3_9_12_65,3,9,12,65,61,3313,12_1,3409,12_0
3_9_12_76,3,9,12,76,29,3333,12_1,3366,12_0
3_9_12_87,3,9,12,87,58,3348,12_1,3409,12_0
3_9_13_83,3,9,13,83,247,3123,13_8,3369,13_1
3_9_14_51,3,9,14,51,168,3136,14_6,3310,14_8
3_9_14_58,3,9,14,58,137,3166,14_6,3331,14_5
3_9_14_93,3,9,14,93,42,3306,14_6,3347,14_5
3_11_2_46,3,11,2,46,116,1624,2_4,1741,2_5
3_11_2_54,3,11,2,54,94,1721,2_0,1814,2_2
3_11_2_118,3,11,2,118,74,3580,2_4,3658,2_0
3_11_2_120,3,11,2,120,131,3608,2_2,3757,2_0
3_11_2_141,3,11,2,141,381,4825,2_2,5231,2_2
3_11_2_154,3,11,2,154,92,5076,2_0,5167,2_5
3_11_3_56,3,11,3,56,35,1561,3_8,1595,3_0
3_11_3_59,3,11,3,59,24,1570,3_4,1593,3_0
3_11_3_73,3,11,3,73,81,1817,3_8,1920,3_0
3_11_3_76,3,11,3,76,101,1833,3_0,1934,3_5
3_11_3_90,3,11,3,90,80,1981,3_0,2060,3_5
3_11_3_117,3,11,3,117,60,2301,3_8,2360,3_0
3_11_3_143,3,11,3,143,119,3487,3_0,3605,3_5
3_11_3_150,3,11,3,150,47,3601,3_4,3647,3_0
3_11_3_223,3,11,3,223,135,5232,3_8,5380,3_0
3_11_4_33,3,11,4,33,82,1474,4_6,1555,4_8
3_11_4_34,3,11,4,34,57,1502,4_7,1558,4_8
3_11_4_39,3,11,4,39,88,1530,4_6,1618,4_5
3_11_4_65,3,11,4,65,119,1937,4_8,2080,4_6
3_11_4_67,3,11,4,67,212,2061,4_8,2298,4_8
3_11_4_117,3,11,4,117,300,3289,4_6,3590,4_8
3_11_4_119,3,11,4,119,64,3513,4_6,3579,4_5
3_11_4_150,3,11,4,150,95,5171,4_4,5288,4_6
3_11_5_187,3,11,5,187,267,2902,5_2,3168,5_1
3_11_6_108,3,11,6,108,125,2773,6_5,2897,6_5
3_11_9_4,3,11,9,4,144,227,9_0,370,9_2
3_11_9_6,3,11,9,6,131,236,9_0,386,9_2
3_11_9_41,3,11,9,41,160,1210,9_0,1378,9_1
3_11_9_42,3,11,9,42,157,1224,9_0,1380,9_2
3_11_10_13,3,11,10,13,207,390,10_8,596,10_0
3_11_10_14,3,11,10,14,155,392,10_1,551,10_0
3_11_10_61,3,11,10,61,66,1384,10_5,1496,10_0
3_11_10_62,3,11,10,62,368,1385,10_5,1752,10_0
3_13_2_151,3,13,2,151,138,4902,2_0,5064,2_2
3_13_2_158,3,13,2,158,130,4931,2_0,5061,2_2
3_13_2_191,3,13,2,191,158,5227,2_4,5387,2_0
3_13_3_153,3,13,3,153,35,5065,3_5,5099,3_0
3_13_3_154,3,13,3,154,38,5066,3_8,5103,3_0
3_13_3_163,3,13,3,163,97,5114,3_1,5210,3_0
3_13_4_210,3,13,4,210,272,4830,4_8,5101,4_8
3_13_4_217,3,13,4,217,269,4950,4_2,5226,4_5
3_13_12_72,3,13,12,72,43,2817,12_7,2859,12_2
3_13_12_76,3,13,12,76,26,2835,12_7,2860,12_2
3_13_12_148,3,13,12,148,32,5099,12_2,5130,12_7
3_13_13_63,3,13,13,63,81,2863,13_8,2943,13_0
3_13_13_68,3,13,13,68,85,2869,13_5,2953,13_0
3_13_13_146,3,13,13,146,86,4768,13_4,4860,13_0
3_13_13_149,3,13,13,149,191,4785,13_4,4996,13_0
3_13_13_156,3,13,13,156,206,4901,13_0,5158,13_5
3_13_13_164,3,13,13,164,71,5028,13_0,5098,13_8
3_13_14_97,3,13,14,97,32,4729,14_1,4760,14_8
3_13_14_98,3,13,14,98,28,4750,14_1,4777,14_8
3_13_14_113,3,13,14,113,27,5165,14_8,5191,14_1
3_15_2_53,3,15,2,53,82,4586,2_0,4669,2_2
3_15_3_314,3,15,3,314,28,4675,3_5,4702,3_0
3_15_5_53,3,15,5,53,31,3695,5_1,3725,5_7
3_15_5_93,3,15,5,93,30,5936,5_1,5965,5_7
3_15_6_74,3,15,6,74,50,3369,6_0,3418,6_5
3_15_6_78,3,15,6,78,283,3411,6_8,3693,6_8
3_15_6_94,3,15,6,94,53,3786,6_5,3838,6_5
3_15_6_99,3,15,6,99,29,3841,6_4,3869,6_3
3_15_6_169,3,15,6,169,43,5745,6_4,5789,6_3
3_15_6_174,3,15,6,174,51,5833,6_3,5911,6_8
3_15_6_182,3,15,6,182,39,5894,6_0,5932,6_8
3_15_7_59,3,15,7,59,34,3419,7_8,3452,7_1
3_15_7_62,3,15,7,62,113,3691,7_6,3829,7_8
3_15_7_69,3,15,7,69,37,3748,7_8,3784,7_8
3_15_7_117,3,15,7,117,392,5332,7_1,5733,7_8
3_15_7_130,3,15,7,130,37,5914,7_8,5950,7_1
3_15_13_226,3,15,13,226,32,4641,13_8,4698,13_1
3_15_13_227,3,15,13,227,50,4641,13_5,4716,13_5
3_15_14_74,3,15,14,74,166,4474,14_6,4639,14_8
3_15_14_80,3,15,14,80,156,4485,14_6,4640,14_8
3_17_6_19,3,17,6,19,181,942,6_4,1122,6_0
3_17_6_25,3,17,6,25,33,1057,6_4,1089,6_3
3_17_6_76,3,17,6,76,224,3425,6_5,3653,6_0
3_17_6_80,3,17,6,80,90,3438,6_8,3534,6_0
3_17_7_7,3,17,7,7,34,899,7_1,932,7_8
3_17_7_10,3,17,7,10,128,914,7_6,1047,7_8
3_17_7_59,3,17,7,59,52,3373,7_0,3424,7_8
3_17_7_62,3,17,7,62,40,3395,7_1,3434,7_8
3_17_12_79,3,17,12,79,36,3940,12_8,3975,12_2
3_17_13_119,3,17,13,119,81,3980,13_5,4060,13_0
3_19_2_17,3,19,2,17,110,758,2_1,871,2_0
3_19_2_18,3,19,2,18,200,759,2_1,979,2_0
3_19_4_19,3,19,4,19,100,651,4_6,753,4_5
3_19_4_28,3,19,4,28,27,732,4_6,758,4_5
4_9_2_46,4,9,2,46,107,4097,2_1,4203,2_0
4_9_2_47,4,9,2,47,91,4123,2_0,4213,2_2
4_9_3_55,4,9,3,55,158,4003,3_8,4182,3_3
4_9_3_73,4,9,3,73,45,4214,3_8,4258,3_0
4_9_3_80,4,9,3,80,24,4255,3_4,4278,3_3
4_9_4_62,4,9,4,62,408,3582,4_6,3994,4_8
4_9_4_72,4,9,4,72,143,3946,4_6,4091,4_5
4_9_4_79,4,9,4,79,202,4040,4_8,4241,4_8
4_9_9_53,4,9,9,53,111,4917,9_2,5036,9_0
4_9_9_54,4,9,9,54,105,4919,9_1,5026,9_0
4_9_10_58,4,9,10,58,137,4778,10_0,4914,10_5
4_9_10_59,4,9,10,59,133,4781,10_0,4913,10_5
4_9_12_71,4,9,12,71,139,5183,12_1,5321,12_0
4_9_13_39,4,9,13,39,162,3898,13_8,4181,13_0
4_9_13_43,4,9,13,43,108,3909,13_4,4034,13_0
4_9_13_95,4,9,13,95,81,5156,13_8,5236,13_0
4_9_14_33,4,9,14,33,41,3855,14_1,3895,14_8
4_9_14_34,4,9,14,34,34,3862,14_1,3896,14_8
4_9_14_46,4,9,14,46,173,5009,14_6,5181,14_5
4_9_14_55,4,9,14,55,37,5116,14_1,5152,14_8
4_11_2_35,4,11,2,35,98,1446,2_0,1543,2_5
4_11_4_40,4,11,4,40,112,1546,4_7,1659,4_6
4_11_12_135,4,11,12,135,26,4870,12_2,4896,12_4
4_11_12_139,4,11,12,139,165,4880,12_2,5044,12_0
4_11_13_182,4,11,13,182,40,4829,13_1,4868,13_8
4_11_13_186,4,11,13,186,40,4837,13_1,4876,13_8
4_13_2_9,4,13,2,9,134,166,2_0,299,2_5
4_13_2_24,4,13,2,24,45,270,2_0,315,2_2
4_13_2_94,4,13,2,94,194,2221,2_0,2417,2_8
4_13_2_100,4,13,2,100,111,2301,2_0,2415,2_5
4_13_2_128,4,13,2,128,222,2842,2_0,3102,2_2
4_13_2_134,4,13,2,134,144,2936,2_0,3100,2_2
4_13_2_240,4,13,2,240,33,5551,2_2,5583,2_0
4_13_2_244,4,13,2,244,53,5564,2_2,5623,2_0
4_13_3_6,4,13,3,6,94,321,3_5,414,3_0
4_13_3_91,4,13,3,91,82,3104,3_8,3185,3_0
4_13_3_93,4,13,3,93,55,3106,3_5,3160,3_0
4_13_3_111,4,13,3,111,35,3515,3_5,3549,3_0
4_13_3_169,4,13,3,169,80,5466,3_0,5545,3_5
4_13_3_172,4,13,3,172,70,5489,3_0,5558,3_5
4_13_4_21,4,13,4,21,134,301,4_7,485,4_6
4_13_4_154,4,13,4,154,53,2417,4_7,2530,4_6
4_13_4_155,4,13,4,155,30,2419,4_4,2448,4_6
4_13_4_212,4,13,4,212,131,3377,4_6,3507,4_8
4_13_6_34,4,13,6,34,56,1254,6_5,1309,6_3
4_13_6_35,4,13,6,35,42,1261,6_4,1302,6_3
4_13_6_86,4,13,6,86,56,2774,6_4,2829,6_8
4_13_6_87,4,13,6,87,57,2774,6_4,2830,6_5
4_13_7_40,4,13,7,40,48,1199,7_1,1246,7_8
4_13_7_41,4,13,7,41,42,1211,7_1,1252,7_8
4_13_7_119,4,13,7,119,115,2830,7_8,2944,7_6
4_13_7_121,4,13,7,121,40,2835,7_7,2885,7_6
4_13_12_101,4,13,12,101,148,5323,12_0,5470,12_2
4_13_12_111,4,13,12,111,26,5351,12_7,5376,12_2
4_13_12_120,4,13,12,120,54,5440,12_0,5493,12_2
4_13_12_122,4,13,12,122,53,5449,12_0,5501,12_2
4_13_13_256,4,13,13,256,52,5388,13_4,5439,13_0
4_13_13_266,4,13,13,266,61,5478,13_8,5538,13_0
4_13_13_275,4,13,13,275,73,5505,13_8,5577,13_0
4_13_13_278,4,13,13,278,49,5507,13_4,5555,13_0
4_15_5_68,4,15,5,68,36,3386,5_7,3421,5_1
4_15_5_70,4,15,5,70,27,3416,5_7,3442,5_1
4_15_6_28,4,15,6,28,68,1044,6_4,1111,6_0
4_15_6_33,4,15,6,33,87,1072,6_4,1158,6_0
4_15_6_52,4,15,6,52,69,2242,6_3,2310,6_5
4_15_6_63,4,15,6,63,48,2309,6_3,2356,6_8
4_15_6_93,4,15,6,93,122,3426,6_8,3552,6_3
4_15_6_95,4,15,6,95,44,3446,6_8,3489,6_3
4_15_7_24,4,15,7,24,34,998,7_1,1031,7_8
4_15_7_25,4,15,7,25,48,1011,7_1,1058,7_8
4_15_7_44,4,15,7,44,53,2313,7_8,2378,7_1
4_15_7_63,4,15,7,63,171,2357,7_8,2527,7_0
4_15_9_7,4,15,9,7,80,1100,9_2,1179,9_0
4_15_9_9,4,15,9,9,90,1105,9_1,1194,9_0
4_15_10_20,4,15,10,20,147,950,10_0,1098,10_5
4_15_10_22,4,15,10,22,123,973,10_0,1098,10_5
4_15_12_74,4,15,12,74,229,3506,12_1,3734,12_0
4_15_12_75,4,15,12,75,162,3518,12_1,3719,12_0
4_15_13_61,4,15,13,61,37,3466,13_0,3502,13_8
4_15_13_62,4,15,13,62,45,3469,13_0,3513,13_8
4_17_6_85,4,17,6,85,24,5269,6_4,5292,6_3
4_17_6_91,4,17,6,91,27,5292,6_4,5318,6_3
4_17_7_182,4,17,7,182,161,5090,7_6,5262,7_8
4_17_7_191,4,17,7,191,56,5214,7_6,5282,7_8
4_17_9_67,4,17,9,67,108,3954,9_0,4092,9_2
4_17_9_75,4,17,9,75,54,4044,9_0,4097,9_2
4_17_10_95,4,17,10,95,24,4102,10_8,4125,10_4
4_17_10_96,4,17,10,96,114,4108,10_1,4246,10_4
4_17_12_73,4,17,12,73,147,3128,12_0,3275,12_2
4_17_12_79,4,17,12,79,35,3258,12_0,3294,12_2
4_17_12_102,4,17,12,102,189,4770,12_4,4958,12_2
4_17_13_98,4,17,13,98,25,3282,13_5,3306,13_0
4_17_13_101,4,17,13,101,25,3298,13_8,3322,13_1
4_17_13_165,4,17,13,165,153,4961,13_8,5120,13_1
4_19_9_44,4,19,9,44,53,4349,9_2,4401,9_2
4_19_10_53,4,19,10,53,300,4403,10_8,4702,10_4
5_9_6_45,5,9,6,45,43,3936,6_8,3981,6_8
5_9_7_93,5,9,7,93,343,3984,7_8,4416,7_8
5_9_12_12,5,9,12,12,31,320,12_2,350,12_7
5_9_12_15,5,9,12,15,30,364,12_2,393,12_7
5_9_12_21,5,9,12,21,123,678,12_1,800,12_0
5_9_12_25,5,9,12,25,37,705,12_2,741,12_7
5_9_13_1,5,9,13,1,432,197,13_5,696,13_5
5_9_13_3,5,9,13,3,73,228,13_0,315,13_8
5_9_13_5,5,9,13,5,61,298,13_0,358,13_8
5_9_13_18,5,9,13,18,24,651,13_1,675,13_8
5_11_5_54,5,11,5,54,35,4164,5_2,4198,5_7
5_11_6_62,5,11,6,62,60,4102,6_0,4161,6_8
5_11_6_63,5,11,6,63,56,4105,6_0,4160,6_5
5_11_7_94,5,11,7,94,43,4166,7_8,4208,7_1
5_11_13_267,5,11,13,267,271,5714,13_5,5995,13_5
5_11_13_285,5,11,13,285,57,5918,13_8,5974,13_4
5_11_14_112,5,11,14,112,79,5610,14_8,5710,14_8
5_11_14_113,5,11,14,113,234,5674,14_8,5916,14_8
5_13_2_10,5,13,2,10,50,211,2_2,265,2_2
5_13_2_11,5,13,2,11,136,241,2_2,379,2_0
5_13_2_21,5,13,2,21,202,1268,2_8,1497,2_8
5_13_2_39,5,13,2,39,30,1469,2_0,1498,2_2
